source_region_id,source_region_name,parent_region_id,parent_region_name,hemisphere,biological_base_name,granularity_level,species_taxon_id,canonical_candidate,circuit_discovery_eligible,normalized_name_en,normalized_name_zh,name_en_status,name_zh_status,identity_note
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS4_IFS_LEFT,Area IFS4 (IFS) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS4_IFS,Area IFS4 (IFS),left,Area IFS4 (IFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area IFS4 (IFS) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS2_IFS_RIGHT,Area IFS2 (IFS) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS2_IFS,Area IFS2 (IFS),right,Area IFS2 (IFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area IFS2 (IFS) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS2_IFS_LEFT,Area IFS2 (IFS) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS2_IFS,Area IFS2 (IFS),left,Area IFS2 (IFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area IFS2 (IFS) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS1_IFS_RIGHT,Area IFS1 (IFS) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS1_IFS,Area IFS1 (IFS),right,Area IFS1 (IFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area IFS1 (IFS) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS1_IFS_LEFT,Area IFS1 (IFS) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS1_IFS,Area IFS1 (IFS),left,Area IFS1 (IFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area IFS1 (IFS) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ2_IFS_PRECS_RIGHT,"Area IFJ2 (IFS, PreCS) right",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ2_IFS_PRECS,"Area IFJ2 (IFS, PreCS)",right,"Area IFJ2 (IFS, PreCS)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area IFJ2 (IFS, PreCS) right",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ2_IFS_PRECS_LEFT,"Area IFJ2 (IFS, PreCS) left",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ2_IFS_PRECS,"Area IFJ2 (IFS, PreCS)",left,"Area IFJ2 (IFS, PreCS)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area IFJ2 (IFS, PreCS) left",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS3_IFS_RIGHT,Area IFS3 (IFS) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS3_IFS,Area IFS3 (IFS),right,Area IFS3 (IFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area IFS3 (IFS) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS3_IFS_LEFT,Area IFS3 (IFS) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS3_IFS,Area IFS3 (IFS),left,Area IFS3 (IFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area IFS3 (IFS) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ1_IFS_PRECS_RIGHT,"Area IFJ1 (IFS, PreCS) right",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ1_IFS_PRECS,"Area IFJ1 (IFS, PreCS)",right,"Area IFJ1 (IFS, PreCS)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area IFJ1 (IFS, PreCS) right",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ1_IFS_PRECS_LEFT,"Area IFJ1 (IFS, PreCS) left",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ1_IFS_PRECS,"Area IFJ1 (IFS, PreCS)",left,"Area IFJ1 (IFS, PreCS)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area IFJ1 (IFS, PreCS) left",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG2_MFG_RIGHT,Area MFG2 (MFG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG2_MFG,Area MFG2 (MFG),right,Area MFG2 (MFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area MFG2 (MFG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG2_MFG_LEFT,Area MFG2 (MFG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG2_MFG,Area MFG2 (MFG),left,Area MFG2 (MFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area MFG2 (MFG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_44_IFG_RIGHT,Area 44 (IFG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_44_IFG,Area 44 (IFG),right,Area 44 (IFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 44 (IFG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_44_IFG_LEFT,Area 44 (IFG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_44_IFG,Area 44 (IFG),left,Area 44 (IFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 44 (IFG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_45_IFG_RIGHT,Area 45 (IFG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_45_IFG,Area 45 (IFG),right,Area 45 (IFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 45 (IFG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_45_IFG_LEFT,Area 45 (IFG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_45_IFG,Area 45 (IFG),left,Area 45 (IFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 45 (IFG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8V2_MFG_RIGHT,Area 8v2 (MFG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8V2_MFG,Area 8v2 (MFG),right,Area 8v2 (MFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 8v2 (MFG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8V2_MFG_LEFT,Area 8v2 (MFG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8V2_MFG,Area 8v2 (MFG),left,Area 8v2 (MFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 8v2 (MFG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8V1_MFG_RIGHT,Area 8v1 (MFG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8V1_MFG,Area 8v1 (MFG),right,Area 8v1 (MFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 8v1 (MFG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8V1_MFG_LEFT,Area 8v1 (MFG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8V1_MFG,Area 8v1 (MFG),left,Area 8v1 (MFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 8v1 (MFG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG4_MFG_RIGHT,Area MFG4 (MFG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG4_MFG,Area MFG4 (MFG),right,Area MFG4 (MFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area MFG4 (MFG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG4_MFG_LEFT,Area MFG4 (MFG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG4_MFG,Area MFG4 (MFG),left,Area MFG4 (MFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area MFG4 (MFG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG1_MFG_RIGHT,Area MFG1 (MFG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG1_MFG,Area MFG1 (MFG),right,Area MFG1 (MFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area MFG1 (MFG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG1_MFG_LEFT,Area MFG1 (MFG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG1_MFG,Area MFG1 (MFG),left,Area MFG1 (MFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area MFG1 (MFG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS2_SFS_RIGHT,Area SFS2 (SFS) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS2_SFS,Area SFS2 (SFS),right,Area SFS2 (SFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area SFS2 (SFS) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS2_SFS_LEFT,Area SFS2 (SFS) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS2_SFS,Area SFS2 (SFS),left,Area SFS2 (SFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area SFS2 (SFS) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D3_SFS_RIGHT,Area 6d3 (SFS) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D3_SFS,Area 6d3 (SFS),right,Area 6d3 (SFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6d3 (SFS) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D3_SFS_LEFT,Area 6d3 (SFS) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D3_SFS,Area 6d3 (SFS),left,Area 6d3 (SFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 6d3 (SFS) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS1_SFS_RIGHT,Area SFS1 (SFS) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS1_SFS,Area SFS1 (SFS),right,Area SFS1 (SFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area SFS1 (SFS) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS1_SFS_LEFT,Area SFS1 (SFS) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS1_SFS,Area SFS1 (SFS),left,Area SFS1 (SFS),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area SFS1 (SFS) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG3_SFG_RIGHT,Area SFG3 (SFG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG3_SFG,Area SFG3 (SFG),right,Area SFG3 (SFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area SFG3 (SFG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG3_SFG_LEFT,Area SFG3 (SFG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG3_SFG,Area SFG3 (SFG),left,Area SFG3 (SFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area SFG3 (SFG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG5_MFG_IFG_RIGHT,"Area MFG5 (MFG, IFG) right",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG5_MFG_IFG,"Area MFG5 (MFG, IFG)",right,"Area MFG5 (MFG, IFG)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area MFG5 (MFG, IFG) right",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG5_MFG_IFG_LEFT,"Area MFG5 (MFG, IFG) left",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG5_MFG_IFG,"Area MFG5 (MFG, IFG)",left,"Area MFG5 (MFG, IFG)",G4_MICROSTRUCTURAL_FINE,9606,true,true,"Area MFG5 (MFG, IFG) left",,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG2_SFG_RIGHT,Area SFG2 (SFG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG2_SFG,Area SFG2 (SFG),right,Area SFG2 (SFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area SFG2 (SFG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG2_SFG_LEFT,Area SFG2 (SFG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG2_SFG,Area SFG2 (SFG),left,Area SFG2 (SFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area SFG2 (SFG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D2_SFG_RIGHT,Area 8d2 (SFG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D2_SFG,Area 8d2 (SFG),right,Area 8d2 (SFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 8d2 (SFG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D2_SFG_LEFT,Area 8d2 (SFG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D2_SFG,Area 8d2 (SFG),left,Area 8d2 (SFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 8d2 (SFG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D1_SFG_RIGHT,Area 8d1 (SFG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D1_SFG,Area 8d1 (SFG),right,Area 8d1 (SFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 8d1 (SFG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D1_SFG_LEFT,Area 8d1 (SFG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D1_SFG,Area 8d1 (SFG),left,Area 8d1 (SFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area 8d1 (SFG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG4_SFG_RIGHT,Area SFG4 (SFG) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG4_SFG,Area SFG4 (SFG),right,Area SFG4 (SFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area SFG4 (SFG) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG4_SFG_LEFT,Area SFG4 (SFG) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG4_SFG,Area SFG4 (SFG),left,Area SFG4 (SFG),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area SFG4 (SFG) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC_RIGHT,Area Fo6 (OFC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC,Area Fo6 (OFC),right,Area Fo6 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo6 (OFC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC_LEFT,Area Fo6 (OFC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC,Area Fo6 (OFC),left,Area Fo6 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo6 (OFC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO5_OFC_RIGHT,Area Fo5 (OFC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO5_OFC,Area Fo5 (OFC),right,Area Fo5 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo5 (OFC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO5_OFC_LEFT,Area Fo5 (OFC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO5_OFC,Area Fo5 (OFC),left,Area Fo5 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo5 (OFC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC_RIGHT,Area Fo7 (OFC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC,Area Fo7 (OFC),right,Area Fo7 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo7 (OFC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC_LEFT,Area Fo7 (OFC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC,Area Fo7 (OFC),left,Area Fo7 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo7 (OFC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC_RIGHT,Area Fo4 (OFC) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC,Area Fo4 (OFC),right,Area Fo4 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo4 (OFC) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC_LEFT,Area Fo4 (OFC) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC,Area Fo4 (OFC),left,Area Fo4 (OFC),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Fo4 (OFC) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA_RIGHT,Area Ig3 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA,Area Ig3 (Insula),right,Area Ig3 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ig3 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA_LEFT,Area Ig3 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA,Area Ig3 (Insula),left,Area Ig3 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ig3 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA_RIGHT,Area Ig1 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA,Area Ig1 (Insula),right,Area Ig1 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ig1 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA_LEFT,Area Ig1 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA,Area Ig1 (Insula),left,Area Ig1 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ig1 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA_RIGHT,Area Ig2 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA,Area Ig2 (Insula),right,Area Ig2 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ig2 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA_LEFT,Area Ig2 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA,Area Ig2 (Insula),left,Area Ig2 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ig2 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA_RIGHT,Area Ia2 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA,Area Ia2 (Insula),right,Area Ia2 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ia2 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA_LEFT,Area Ia2 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA,Area Ia2 (Insula),left,Area Ia2 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ia2 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA_RIGHT,Area Ia1 (Insula) right,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA,Area Ia1 (Insula),right,Area Ia1 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ia1 (Insula) right,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA_LEFT,Area Ia1 (Insula) left,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA,Area Ia1 (Insula),left,Area Ia1 (Insula),G4_MICROSTRUCTURAL_FINE,9606,true,true,Area Ia1 (Insula) left,,source,MISSING,Julich-Brain v3.1 leaf; hemisphere-specific G4 candidate
