row_index,julich_asset_file,julich_component_id,julich_region_name,julich_hemisphere,spatial_identity_status,canonical_g4_descendant_count,pp_top1_g3_id,pp_top1_name,pp_top1_joint_mass,pp_top1_g4_weighted,pp_top1_g3_weighted,pp_top1_cosine,pp_top1_soft_dice,pp_top2_g3_id,pp_top2_g4_weighted,pp_top3_g3_id,pp_top1_top2_margin,pp_top1_top2_ratio,pp_association_effective_targets,hard_top1_g3_id,hard_top1_name,hard_top1_coverage,hard_top2_g3_id,hard_top2_coverage,hard_top3_g3_id,hard_top3_coverage,hard_top1_top2_margin,hard_top1_top2_ratio,hard_total_bna_coverage,bna_uncovered_fraction,effective_target_count,top1_agreement,evidence_pattern,qa_flags,metric_version
365,RT_THALAMUS_RETICULAR_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_RT_THALAMUS_RETICULAR_NUCLEUS,"Rt (Thalamus, reticular Nucleus) left",left,ONE_TO_ONE_CANONICAL,1,NGIQ-BR-00000233,Tha_L_8_2,187.09609609,0.14043559,0.13256264,0.34541119,0.34326029,NGIQ-BR-00000239,0.13442437,NGIQ-BR-00000235,0.00601122,1.0447,7.555,NGIQ-BR-00000239,Tha_L_8_5,0.17430044,NGIQ-BR-00000233,0.11531431,NGIQ-BR-00000245,0.11292547,0.05898613,1.5115,0.64662501,0.35337499,6.7384,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1
362,PUM_THALAMUS_MEDIAL_PULVINAR_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUM_THALAMUS_MEDIAL_PULVINAR,"PUm (Thalamus, medial pulvinar) right",right,ONE_TO_ONE_CANONICAL,1,NGIQ-BR-00000240,Tha_R_8_5,139.70366446,0.36437663,0.06975832,0.38247326,0.29684561,NGIQ-BR-00000242,0.29902494,NGIQ-BR-00000238,0.06535168,1.2185,5.7355,NGIQ-BR-00000242,Tha_R_8_6,0.47453215,NGIQ-BR-00000240,0.41290033,NGIQ-BR-00000220,0.05284966,0.06163181,1.1493,0.96875411,0.03124589,2.7194,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1
385,TUTI_BASAL_FOREBRAIN_TERMINAL_ISLANDS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_TUTI_BASAL_FOREBRAIN_TERMINAL_ISLANDS,"TuTi (Basal Forebrain, Terminal islands) left",left,ONE_TO_ONE_CANONICAL,1,NGIQ-BR-00000065,OrG_L_6_5,136.53225085,0.42480696,0.01732658,0.21872404,0.06041579,NGIQ-BR-00000224,0.40532805,NGIQ-BR-00000019,0.01947891,1.0481,4.0292,NGIQ-BR-00000224,BG_L_6_3,0.51052276,NGIQ-BR-00000065,0.37300679,NGIQ-BR-00000019,0.00493811,0.13751597,1.3687,0.89161909,0.10838091,2.0809,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1
170,AREA_IFS2_IFS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS2_IFS,Area IFS2 (IFS) right,right,ONE_TO_ONE_CANONICAL,1,NGIQ-BR-00000040,MFG_R_7_4,131.94786725,0.22877773,0.01550828,0.15140801,0.06397764,NGIQ-BR-00000004,0.1826502,NGIQ-BR-00000042,0.04612753,1.2525,6.7489,NGIQ-BR-00000004,IFG_R_6_1,0.3325925,NGIQ-BR-00000040,0.23682061,NGIQ-BR-00000042,0.17567413,0.09577189,1.4044,0.91598272,0.08401728,4.2799,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1
331,LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_LP_THALAMUS_LATERAL_POSTERIOR_NUCLEUS,"LP (Thalamus, lateral posterior Nucleus) left",left,ONE_TO_ONE_CANONICAL,1,NGIQ-BR-00000239,Tha_L_8_5,124.32562154,0.26270531,0.05999168,0.34844219,0.2635412,NGIQ-BR-00000241,0.21052393,NGIQ-BR-00000243,0.05218138,1.2479,5.9087,NGIQ-BR-00000243,Tha_L_8_7,0.403143,NGIQ-BR-00000239,0.32298782,NGIQ-BR-00000241,0.08846043,0.08015517,1.2482,0.89221479,0.10778521,3.575,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1
335,MF_AMYGDALA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_MF_AMYGDALA,MF (Amygdala) left,left,SHARED_SPATIAL_REPRESENTATION,2,NGIQ-BR-00000215,Amyg_L_2_1,108.94473727,0.56265883,0.06088108,0.4915733,0.17312425,NGIQ-BR-00000017,0.32125736,NGIQ-BR-00000217,0.24140147,1.7514,3.0728,NGIQ-BR-00000017,Hipp_L_2_1,0.49931826,NGIQ-BR-00000215,0.33748225,NGIQ-BR-00000217,0.05843003,0.161836,1.4795,0.92473714,0.07526286,2.7357,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|shared,G4_G3_OVERLAP_INTERPRETATION_V1
407,VPM_THALAMUS_VENTRAL_POSTERIOR_MEDIAL_NUCLEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_VPM_THALAMUS_VENTRAL_POSTERIOR_MEDIAL_NUCLEUS,"VPM (Thalamus, ventral posterior medial Nucleus) left",left,ONE_TO_ONE_CANONICAL,1,NGIQ-BR-00000235,Tha_L_8_3,56.91899459,0.34292265,0.0378982,0.44970338,0.19840949,NGIQ-BR-00000245,0.31514465,NGIQ-BR-00000233,0.027778,1.0881,3.8923,NGIQ-BR-00000245,Tha_L_8_8,0.45566484,NGIQ-BR-00000235,0.37342026,NGIQ-BR-00000233,0.03105077,0.08224457,1.2202,0.88644559,0.11355441,2.5319,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1
358,PUI_THALAMUS_INFERIOR_PULVINAR_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_PUI_THALAMUS_INFERIOR_PULVINAR,"PUi (Thalamus, inferior pulvinar) right",right,ONE_TO_ONE_CANONICAL,1,NGIQ-BR-00000018,Hipp_R_2_1,47.03296875,0.20253749,0.00888689,0.10346496,0.02564906,NGIQ-BR-00000220,0.20190183,NGIQ-BR-00000240,0.00063566,1.0031,6.6354,NGIQ-BR-00000220,Hipp_R_2_2,0.28554085,NGIQ-BR-00000240,0.24249068,NGIQ-BR-00000018,0.10402888,0.04305017,1.1775,0.69158962,0.30841038,3.7603,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1
290,CGL_METATHALAMUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CGL_METATHALAMUS,CGL (Metathalamus) right,right,ONE_TO_ONE_CANONICAL,1,NGIQ-BR-00000018,Hipp_R_2_1,29.54281426,0.19301178,0.00558212,0.07152972,0.01615494,NGIQ-BR-00000220,0.08645817,NGIQ-BR-00000240,0.10655361,2.2324,1.8786,NGIQ-BR-00000220,Hipp_R_2_2,0.22335508,NGIQ-BR-00000018,0.04078798,NGIQ-BR-00000240,8.23e-06,0.1825671,5.476,0.26415129,0.73584871,1.5382,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1
296,CH_4_BASAL_FOREBRAIN_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_CH_4_BASAL_FOREBRAIN,Ch 4 (Basal Forebrain) right,right,ONE_TO_ONE_CANONICAL,1,NGIQ-BR-00000218,Amyg_R_2_2,28.73434001,0.13044418,0.023096,0.11878158,0.07352574,NGIQ-BR-00000225,0.11879207,NGIQ-BR-00000216,0.01165211,1.0981,6.188,NGIQ-BR-00000225,BG_R_6_3,0.20614924,NGIQ-BR-00000218,0.11364418,NGIQ-BR-00000216,0.02853667,0.09250506,1.814,0.37819518,0.62180482,3.1083,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1
377,STN_SUBTHALAMUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_STN_SUBTHALAMUS,STN (Subthalamus) left,left,ONE_TO_ONE_CANONICAL,1,NGIQ-BR-00000233,Tha_L_8_2,2.74745886,0.00841838,0.00194665,0.00885654,0.00718621,NGIQ-BR-00000245,0.00480843,NGIQ-BR-00000235,0.00360996,1.7508,3.8017,NGIQ-BR-00000245,Tha_L_8_8,0.01125567,NGIQ-BR-00000233,0.00303904,,,0.00821664,3.7037,0.01429471,0.98570529,1.6776,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,BNA_COVERAGE_GAP_CANDIDATE|PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1
373,SNR_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_RETICULATA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_SNR_MIDBRAIN_SUBSTANTIA_NIGRA_PARS_RETICULATA,"SNR (Midbrain, Substantia Nigra pars reticulata) left",left,ONE_TO_ONE_CANONICAL,1,NGIQ-BR-00000235,Tha_L_8_3,1.24972351,0.00147463,0.0008321,0.00270078,0.00266555,NGIQ-BR-00000017,0.00116593,NGIQ-BR-00000233,0.0003087,1.2648,4.537,NGIQ-BR-00000245,Tha_L_8_8,0.00206202,NGIQ-BR-00000235,0.00116705,NGIQ-BR-00000017,0.00018659,0.00089498,1.7669,0.00341583,0.99658417,2.2954,FALSE,PROBABILITY_HARDLABEL_DISAGREEMENT,BNA_COVERAGE_GAP_CANDIDATE|PP_HARDLABEL_TOP1_DISAGREE|one_to_one,G4_G3_OVERLAP_INTERPRETATION_V1
