component_index,parcel_id,official_name,official_code,canonical_g3_id,hemisphere,lut_name,lobe,macro_gyrus_name,source_asset,source_sha256,output_asset,output_sha256,source_space,target_space,transform_sha256,tool,tool_version,interpolation,source_scale,output_scale,source_nonzero_voxels,target_nonzero_voxels,source_probability_sum,target_probability_sum,probability_sum_ratio,support_volume_ratio,target_grid_match,hemisphere_check,finite_check,range_check,nonempty_check,cross_check,boundary_touch_fraction,correct_side_mass_fraction,transform_status
222,222,Basal ganglia,BG_R_6_2,NGIQ-BR-00000223,right,GP_R,Subcortical nuclei,Basal ganglia,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp222_BG_R_6_2_prob_2009c.nii.gz,581c5da5cf47b6b5cce9d539f9fe26d05c4e4a7a2522d413f44b2fca906d2c4d,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6863,20456,154874.7161,3241.5525,0.02093,2.980621,True,True,True,True,True,True,0.0,1.0,PASS
223,223,Basal ganglia,BG_L_6_3,NGIQ-BR-00000224,left,NAC_L,Subcortical nuclei,Basal ganglia,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp223_BG_L_6_3_prob_2009c.nii.gz,ee891813fe53cd844b15dde3e883b31c52eaf6f6d6b2f6f7972e126808ab340c,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,5698,19381,121042.7625,2450.6337,0.020246,3.401369,True,True,True,True,True,True,0.0,1.0,PASS
224,224,Basal ganglia,BG_R_6_3,NGIQ-BR-00000225,right,NAC_R,Subcortical nuclei,Basal ganglia,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp224_BG_R_6_3_prob_2009c.nii.gz,5a8fa85de07cc061d870a8acdb8324e3acc42cce47d8e4ae30aabb8f7b71f375,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4510,15206,145965.2393,2914.2905,0.019966,3.371619,True,True,True,True,True,True,0.0,1.0,PASS
225,225,Basal ganglia,BG_L_6_4,NGIQ-BR-00000226,left,vmPu_L,Subcortical nuclei,Basal ganglia,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp225_BG_L_6_4_prob_2009c.nii.gz,77fbaa5c97a242d33ac7979d2867b8bbd7b4b35685a86ee3407b3d9a6c298e38,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,7980,23760,149061.6348,3173.0013,0.021287,2.977444,True,True,True,True,True,True,0.0,1.0,PASS
226,226,Basal ganglia,BG_R_6_4,NGIQ-BR-00000227,right,vmPu_R,Subcortical nuclei,Basal ganglia,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp226_BG_R_6_4_prob_2009c.nii.gz,119d1a77a10687cdecda0d154d09da4ea7c96f899c725e9d00b08ca936d97811,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8051,23053,136459.2864,2822.6449,0.020685,2.863371,True,True,True,True,True,True,0.0,1.0,PASS
227,227,Basal ganglia,BG_L_6_5,NGIQ-BR-00000228,left,dCa_L,Subcortical nuclei,Basal ganglia,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp227_BG_L_6_5_prob_2009c.nii.gz,f698e27f3a554803c5cecfde29ba062a59b66afdca95d87d5dd35b89e1a05d45,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,9402,27094,196878.0028,4098.3167,0.020817,2.881727,True,True,True,True,True,True,0.0,1.0,PASS
228,228,Basal ganglia,BG_R_6_5,NGIQ-BR-00000229,right,dCa_R,Subcortical nuclei,Basal ganglia,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp228_BG_R_6_5_prob_2009c.nii.gz,efa6014d28a44b68bcdc094d1b4094b71cec3306476150704605e09b614c4c79,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6221,19625,243101.1115,5068.7423,0.02085,3.154638,True,True,True,True,True,True,0.0,1.0,PASS
229,229,Basal ganglia,BG_L_6_6,NGIQ-BR-00000230,left,dlPu_L,Subcortical nuclei,Basal ganglia,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp229_BG_L_6_6_prob_2009c.nii.gz,11e3d90b213bba8ed9589f5a8bf72fd5f85999fbe6effa7e94fc114852a14571,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6923,21180,145208.5485,3004.7514,0.020693,3.059367,True,True,True,True,True,True,0.0,1.0,PASS
230,230,Basal ganglia,BG_R_6_6,NGIQ-BR-00000231,right,dlPu_R,Subcortical nuclei,Basal ganglia,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp230_BG_R_6_6_prob_2009c.nii.gz,f142f93bd80c488684ff32d85a4bc3dc2f3123f19f9ee1b9f79f13e34b2eb11a,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,7106,21557,144969.8069,3022.1122,0.020846,3.033634,True,True,True,True,True,True,0.0,1.0,PASS
231,231,Thalamus,Tha_L_8_1,NGIQ-BR-00000020,left,mPFtha_L,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp231_Tha_L_8_1_prob_2009c.nii.gz,f5e9e6210e4708fb58e2041d6645862510002d447d14d00e61e550e7c508a2e4,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,5131,15252,93141.273,1990.9854,0.021376,2.97252,True,True,True,True,True,True,0.0,0.999731,PASS
232,232,Thalamus,Tha_R_8_1,NGIQ-BR-00000232,right,mPFtha_R,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp232_Tha_R_8_1_prob_2009c.nii.gz,e10e031bead669126a6b1e3980e59f0ff68ec907bcb907047c66083eb9707c61,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3537,10933,84875.5586,1802.7276,0.02124,3.091038,True,True,True,True,True,True,0.0,0.99881,PASS
233,233,Thalamus,Tha_L_8_2,NGIQ-BR-00000233,left,mPMtha_L,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp233_Tha_L_8_2_prob_2009c.nii.gz,2b5707eaeb835815464e023101b2b3111eda2a51a69e0045ed79a503f27d0558,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3230,10256,67974.3672,1411.3788,0.020763,3.175232,True,True,True,True,True,True,0.0,1.0,PASS
234,234,Thalamus,Tha_R_8_2,NGIQ-BR-00000234,right,mPMtha_R,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp234_Tha_R_8_2_prob_2009c.nii.gz,7ede82c7aa9aeaa9c1c1135116573844a800181a4f7460fc4640b9d0f0f7f87f,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3308,10500,87290.5249,1805.201,0.02068,3.174123,True,True,True,True,True,True,0.0,0.999453,PASS
235,235,Thalamus,Tha_L_8_3,NGIQ-BR-00000235,left,Stha_L,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp235_Tha_L_8_3_prob_2009c.nii.gz,c1756b277c18b4e2587987a930c0d72ef5316ce29fc236b48c29f0baa207e690,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4109,11942,74302.8534,1501.8916,0.020213,2.906303,True,True,True,True,True,True,0.0,0.999962,PASS
236,236,Thalamus,Tha_R_8_3,NGIQ-BR-00000236,right,Stha_R,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp236_Tha_R_8_3_prob_2009c.nii.gz,98c392af2e7420fac8b6044915a29f25237547d73f61fcb45483f63d3eb6b1af,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3496,11144,64896.1443,1314.072,0.020249,3.187643,True,True,True,True,True,True,0.0,0.999346,PASS
237,237,Thalamus,Tha_L_8_4,NGIQ-BR-00000237,left,rTtha_L,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp237_Tha_L_8_4_prob_2009c.nii.gz,771c378b3d8f5dc9f9d63b248c7da276d414b057e23ba08ab37f816cfbc1ff85,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3534,12996,97306.9219,2065.8919,0.021231,3.677419,True,True,True,True,True,True,0.0,0.986063,PASS
238,238,Thalamus,Tha_R_8_4,NGIQ-BR-00000238,right,rTtha_R,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp238_Tha_R_8_4_prob_2009c.nii.gz,c17aa65a7786fe2cde44a5155ebafd5b3fc8215b6fb362186b00c14d65857822,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3125,10685,81139.1854,1665.5433,0.020527,3.4192,True,True,True,True,True,True,0.0,0.780397,PASS
239,239,Thalamus,Tha_L_8_5,NGIQ-BR-00000239,left,PPtha_L,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp239_Tha_L_8_5_prob_2009c.nii.gz,50617aeae80d660dba1cb76bd966969b23ed4be0bf1632e85e37c9c20fa94d1a,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4746,14113,100918.1457,2072.3809,0.020535,2.973662,True,True,True,True,True,True,0.0,0.999672,PASS
240,240,Thalamus,Tha_R_8_5,NGIQ-BR-00000240,right,PPtha_R,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp240_Tha_R_8_5_prob_2009c.nii.gz,ff79339d1783123ff2f0e32ab6753d8695bbfc6af41e690fa085ce75a894e0bf,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4197,12759,96958.7082,2002.6811,0.020655,3.040029,True,True,True,True,True,True,0.0,0.999904,PASS
241,241,Thalamus,Tha_L_8_6,NGIQ-BR-00000241,left,Otha_L,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp241_Tha_L_8_6_prob_2009c.nii.gz,9601195226ea5ee409cd3f75c880ce01b2be78dda59f34f0ff5f18f71af25ac8,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,5211,15437,104957.6695,2173.8019,0.020711,2.962387,True,True,True,True,True,True,0.0,0.999677,PASS
242,242,Thalamus,Tha_R_8_6,NGIQ-BR-00000242,right,Otha_R,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp242_Tha_R_8_6_prob_2009c.nii.gz,455fc0cc0fa88c64fa61eddb46234089b61af1f1f02c23ae7f7c2553ffbe0fb8,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4994,14916,79098.2419,1643.5074,0.020778,2.986784,True,True,True,True,True,True,0.0,0.99607,PASS
243,243,Thalamus,Tha_L_8_7,NGIQ-BR-00000243,left,cTtha_L,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp243_Tha_L_8_7_prob_2009c.nii.gz,d13e509663c2c245e2a1e1686fbae8cdd43756a1cf68e01a8c9f9d02146bbe70,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,5571,17117,87930.0002,1838.633,0.02091,3.072518,True,True,True,True,True,True,0.0,0.998941,PASS
244,244,Thalamus,Tha_R_8_7,NGIQ-BR-00000244,right,cTtha_R,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp244_Tha_R_8_7_prob_2009c.nii.gz,72573448061b7d6ac173641728989c6a4c0ac05c210c6bc3e4d06862ab516d21,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,4779,14543,79878.2458,1668.698,0.020891,3.043105,True,True,True,True,True,True,0.0,0.987975,PASS
245,245,Thalamus,Tha_L_8_8,NGIQ-BR-00000245,left,lPFtha_L,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp245_Tha_L_8_8_prob_2009c.nii.gz,9f7e950dc05d582b794b819cd0b9beac4997c36508a563d531a79c32317abbcf,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3740,11193,102468.7684,2112.9634,0.020621,2.992781,True,True,True,True,True,True,0.0,0.999669,PASS
246,246,Thalamus,Tha_R_8_8,NGIQ-BR-00000246,right,lPFtha_R,Subcortical nuclei,Thalamus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp246_Tha_R_8_8_prob_2009c.nii.gz,694acfe72956fd73559734ed5b201e4070f7cb32fb24ca1be07473dd5318fa36,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3576,10945,84763.3901,1767.4042,0.020851,3.060682,True,True,True,True,True,True,0.0,0.996505,PASS
