component_index,parcel_id,official_name,official_code,canonical_g3_id,hemisphere,lut_name,lobe,macro_gyrus_name,source_asset,source_sha256,output_asset,output_sha256,source_space,target_space,transform_sha256,tool,tool_version,interpolation,source_scale,output_scale,source_nonzero_voxels,target_nonzero_voxels,source_probability_sum,target_probability_sum,probability_sum_ratio,support_volume_ratio,target_grid_match,hemisphere_check,finite_check,range_check,nonempty_check,cross_check,boundary_touch_fraction,correct_side_mass_fraction,transform_status
95,95,Inferior temporal gyrus,ITG_L_7_4,NGIQ-BR-00000107,left,A20il_L,Temporal lobe,Inferior temporal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp095_ITG_L_7_4_prob_2009c.nii.gz,e734ad10ed4f183f6c0795bfba5f1d3ee317e933569968fc8f44f4202259a1c1,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,9705,28940,198390.3989,4092.9214,0.020631,2.981968,True,True,True,True,True,True,0.0,1.0,PASS
96,96,Inferior temporal gyrus,ITG_R_7_4,NGIQ-BR-00000108,right,A20il_R,Temporal lobe,Inferior temporal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp096_ITG_R_7_4_prob_2009c.nii.gz,fe312a48c1ebd96d8a1e91fd742dc6064c63a65749a9109c38b505a58f947ab5,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8795,28065,189798.2358,3997.5056,0.021062,3.191018,True,True,True,True,True,True,0.0,1.0,PASS
97,97,Inferior temporal gyrus,ITG_L_7_5,NGIQ-BR-00000109,left,A37vl_L,Temporal lobe,Inferior temporal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp097_ITG_L_7_5_prob_2009c.nii.gz,e9912437a81fec0022599db9b95b2ce6079ee0b7b878bb832257e3a4da4e3dd6,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,6429,22340,151392.2235,3095.9115,0.02045,3.474879,True,True,True,True,True,True,0.0,1.0,PASS
98,98,Inferior temporal gyrus,ITG_R_7_5,NGIQ-BR-00000110,right,A37vl_R,Temporal lobe,Inferior temporal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp098_ITG_R_7_5_prob_2009c.nii.gz,706d9a382b30a95366f18bc66b2573753ce2345ef6a1abd436089395670c5b7b,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,5093,17276,137842.5842,2891.5574,0.020977,3.392107,True,True,True,True,True,True,0.0,1.0,PASS
99,99,Inferior temporal gyrus,ITG_L_7_6,NGIQ-BR-00000111,left,A20cl_L,Temporal lobe,Inferior temporal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp099_ITG_L_7_6_prob_2009c.nii.gz,3253b1c45a06a28b1fff01ca439fff38ae12e06e262a565907484f3359f2a45c,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,8799,25924,175764.6899,3539.4234,0.020137,2.946244,True,True,True,True,True,True,0.0,1.0,PASS
100,100,Inferior temporal gyrus,ITG_R_7_6,NGIQ-BR-00000112,right,A20cl_R,Temporal lobe,Inferior temporal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp100_ITG_R_7_6_prob_2009c.nii.gz,cc72a30e0b8d3a6d6b49070f0e68452ebca0a4ebef54786953b6141470dd9f4c,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,7132,22609,157265.5784,3285.8671,0.020894,3.170079,True,True,True,True,True,True,0.0,1.0,PASS
101,101,Inferior temporal gyrus,ITG_L_7_7,NGIQ-BR-00000113,left,A20cv_L,Temporal lobe,Inferior temporal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp101_ITG_L_7_7_prob_2009c.nii.gz,4c0f5690dc09103abd44b1ebfa79a201e7591b4aca7f482795a4d185452bed0d,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,11143,31379,212299.9697,4235.0363,0.019948,2.816028,True,True,True,True,True,True,0.0,1.0,PASS
102,102,Inferior temporal gyrus,ITG_R_7_7,NGIQ-BR-00000114,right,A20cv_R,Temporal lobe,Inferior temporal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp102_ITG_R_7_7_prob_2009c.nii.gz,f624fd7d1193bcb10400b5bdf7c3309359e12dc1b873b837cb6725b391324107,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,9180,26595,213038.8861,4331.0024,0.02033,2.897059,True,True,True,True,True,True,0.0,1.0,PASS
103,103,Fusiform gyrus,FuG_L_3_1,NGIQ-BR-00000115,left,A20rv_L,Temporal lobe,Fusiform gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp103_FuG_L_3_1_prob_2009c.nii.gz,5332e44c4227686186cb40356e7ca6a18abb2646adef918dbbbf275e9d16db43,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,11032,30879,453196.1749,9217.8943,0.02034,2.799039,True,True,True,True,True,True,0.0,1.0,PASS
104,104,Fusiform gyrus,FuG_R_3_1,NGIQ-BR-00000116,right,A20rv_R,Temporal lobe,Fusiform gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp104_FuG_R_3_1_prob_2009c.nii.gz,d5116b8ca001e8e2596ad7df82bac4fbaf8043b0c3d7b90dab9e85f21b0bb080,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,10768,29596,441546.1818,8734.0968,0.019781,2.748514,True,True,True,True,True,True,0.0,1.0,PASS
105,105,Fusiform gyrus,FuG_L_3_2,NGIQ-BR-00000117,left,A37mv_L,Temporal lobe,Fusiform gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp105_FuG_L_3_2_prob_2009c.nii.gz,8a483ed67b85684944260e0585e00ce787553fc1f7370a5deb2a57a48d7a6bba,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,10806,30217,383708.6315,7652.8271,0.019944,2.796317,True,True,True,True,True,True,0.0,1.0,PASS
106,106,Fusiform gyrus,FuG_R_3_2,NGIQ-BR-00000118,right,A37mv_R,Temporal lobe,Fusiform gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp106_FuG_R_3_2_prob_2009c.nii.gz,9c31cdfec42cc758176495fd86043a2148b855012b5f16d3fab310812e2df71e,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,10661,29548,362217.7957,7319.0291,0.020206,2.771597,True,True,True,True,True,True,0.0,1.0,PASS
107,107,Fusiform gyrus,FuG_L_3_3,NGIQ-BR-00000119,left,A37lv_L,Temporal lobe,Fusiform gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp107_FuG_L_3_3_prob_2009c.nii.gz,3077ca689a1bf4e9b065c71bba9c56dea0ca5b079eacbc0b76e98e37442fee4e,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,10382,29039,347595.1926,7001.5677,0.020143,2.797053,True,True,True,True,True,True,0.0,1.0,PASS
108,108,Fusiform gyrus,FuG_R_3_3,NGIQ-BR-00000120,right,A37lv_R,Temporal lobe,Fusiform gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp108_FuG_R_3_3_prob_2009c.nii.gz,ac58d0badfaf10820768a6d7bf2c21308edee18e0b20ba6431b8d52b6da47a4d,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,10155,28244,357036.021,6960.531,0.019495,2.78129,True,True,True,True,True,True,0.0,1.0,PASS
109,109,Parahippocampal gyrus,PhG_L_6_1,NGIQ-BR-00000121,left,A35/36r_L,Temporal lobe,Parahippocampal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp109_PhG_L_6_1_prob_2009c.nii.gz,96c14f99cdf4eaeb5d375475ec797932088cad4c4e6b4c2c2e89b099888d8142,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3529,11988,70339.1164,1453.8025,0.020668,3.396996,True,True,True,True,True,True,0.0,1.0,PASS
110,110,Parahippocampal gyrus,PhG_R_6_1,NGIQ-BR-00000122,right,A35/36r_R,Temporal lobe,Parahippocampal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp110_PhG_R_6_1_prob_2009c.nii.gz,f6f73ae017d2155e6c20571a48c55ee2963afdeb3c111cfabc407a11f0688ecd,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,2925,9670,65663.7067,1295.1269,0.019724,3.305983,True,True,True,True,True,True,0.0,1.0,PASS
111,111,Parahippocampal gyrus,PhG_L_6_2,NGIQ-BR-00000123,left,A35/36c_L,Temporal lobe,Parahippocampal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp111_PhG_L_6_2_prob_2009c.nii.gz,de8574737b463fbfd701712baf2638d52829845bfd722ed6b777c24431c3bfe2,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3438,11572,70747.1348,1492.9538,0.021103,3.36591,True,True,True,True,True,True,0.0,1.0,PASS
112,112,Parahippocampal gyrus,PhG_R_6_2,NGIQ-BR-00000124,right,A35/36c_R,Temporal lobe,Parahippocampal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp112_PhG_R_6_2_prob_2009c.nii.gz,75435debadce84d64584c5ad5327283db45240267a9487dfce3f519cf51548c7,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3045,9867,68936.3273,1400.0242,0.020309,3.240394,True,True,True,True,True,True,0.0,1.0,PASS
113,113,Parahippocampal gyrus,PhG_L_6_3,NGIQ-BR-00000125,left,TL_L,Temporal lobe,Parahippocampal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp113_PhG_L_6_3_prob_2009c.nii.gz,e21dcd92c4bb7cf83bd6e1c566e83fe2921898d8ddd90d0ecb4b70709ca31ed2,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3052,10269,81452.6587,1716.8497,0.021078,3.364679,True,True,True,True,True,True,0.0,1.0,PASS
114,114,Parahippocampal gyrus,PhG_R_6_3,NGIQ-BR-00000126,right,TL_R,Temporal lobe,Parahippocampal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp114_PhG_R_6_3_prob_2009c.nii.gz,c95b3866447e9e4c89c3925f2cde62b8616446d3617e2d353831ed4e13f3ef9b,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,2938,10158,71214.1425,1462.7048,0.02054,3.457454,True,True,True,True,True,True,0.0,1.0,PASS
115,115,Parahippocampal gyrus,PhG_L_6_4,NGIQ-BR-00000127,left,A28/34_L,Temporal lobe,Parahippocampal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp115_PhG_L_6_4_prob_2009c.nii.gz,3679485881034d740daaa0b7bcc951568333997aca626e9a0262918f8941ac4e,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,2911,10319,74629.7005,1528.1298,0.020476,3.54483,True,True,True,True,True,True,0.0,1.0,PASS
116,116,Parahippocampal gyrus,PhG_R_6_4,NGIQ-BR-00000128,right,A28/34_R,Temporal lobe,Parahippocampal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp116_PhG_R_6_4_prob_2009c.nii.gz,ff35e82bd3b60c6efe4b487ea0344958109f2477c74b6be4bc41cc69f2d2ab86,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3101,10603,70468.6555,1414.2064,0.020069,3.41922,True,True,True,True,True,True,0.0,1.0,PASS
117,117,Parahippocampal gyrus,PhG_L_6_5,NGIQ-BR-00000129,left,TI_L,Temporal lobe,Parahippocampal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp117_PhG_L_6_5_prob_2009c.nii.gz,cbd16210754632a2548f177f03ae5cc4d7342bc2370c2492c7f3764cf2a4e146,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3380,11921,71399.031,1448.84,0.020292,3.526923,True,True,True,True,True,True,0.0,1.0,PASS
118,118,Parahippocampal gyrus,PhG_R_6_5,NGIQ-BR-00000130,right,TI_R,Temporal lobe,Parahippocampal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp118_PhG_R_6_5_prob_2009c.nii.gz,baa0ee969d3e5f99c88b510606a897b2e3bd1f7a7b98e3df317ceaf6f0c85d23,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3256,10880,71520.1158,1387.5245,0.0194,3.341523,True,True,True,True,True,True,0.0,1.0,PASS
119,119,Parahippocampal gyrus,PhG_L_6_6,NGIQ-BR-00000131,left,TH_L,Temporal lobe,Parahippocampal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp119_PhG_L_6_6_prob_2009c.nii.gz,80a145ce143cf28dfa36434209510d7329f2daac53b64b45f4178404b329c5f1,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3407,11778,67232.3577,1405.0328,0.020898,3.457,True,True,True,True,True,True,0.0,1.0,PASS
120,120,Parahippocampal gyrus,PhG_R_6_6,NGIQ-BR-00000132,right,TH_R,Temporal lobe,Parahippocampal gyrus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp120_PhG_R_6_6_prob_2009c.nii.gz,616d3b68f726c0a2d31e228dde2bb30fd90f844b44b0282d36284d996d9178f4,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,3267,10955,70097.0514,1439.1941,0.020531,3.353229,True,True,True,True,True,True,0.0,1.0,PASS
121,121,Posterior superior temporal sulcus,pSTS_L_2_1,NGIQ-BR-00000133,left,rpSTS_L,Temporal lobe,Posterior superior temporal sulcus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp121_pSTS_L_2_1_prob_2009c.nii.gz,5e10109e26bb69e69093075a0c1810d5f6f14ad21f52949146752e252069afd1,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,2967,8875,135680.3411,2903.2957,0.021398,2.991237,True,True,True,True,True,True,0.0,1.0,PASS
122,122,Posterior superior temporal sulcus,pSTS_R_2_1,NGIQ-BR-00000134,right,rpSTS_R,Temporal lobe,Posterior superior temporal sulcus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp122_pSTS_R_2_1_prob_2009c.nii.gz,5ba1ff45b868da820447331bea5a66984fbbb013a885b97919224140906e9a4f,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,2689,7818,149365.5825,3150.1401,0.02109,2.907401,True,True,True,True,True,True,0.0,1.0,PASS
123,123,Posterior superior temporal sulcus,pSTS_L_2_2,NGIQ-BR-00000135,left,cpSTS_L,Temporal lobe,Posterior superior temporal sulcus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp123_pSTS_L_2_2_prob_2009c.nii.gz,26e180c376ecd30dfa254146bd9cdcca83038afd70c27446e8c16f64a110d014,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,2997,8937,165419.6586,3556.2525,0.021498,2.981982,True,True,True,True,True,True,0.0,1.0,PASS
124,124,Posterior superior temporal sulcus,pSTS_R_2_2,NGIQ-BR-00000136,right,cpSTS_R,Temporal lobe,Posterior superior temporal sulcus,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp124_pSTS_R_2_2_prob_2009c.nii.gz,d81b1f59fbbc6a8ea1f83da1ba4786cbd7150996aa5d34eedcece0b1125a854c,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,2642,7804,119834.4173,2521.6387,0.021043,2.953823,True,True,True,True,True,True,0.0,1.0,PASS
125,125,Superior parietal lobule,SPL_L_5_1,NGIQ-BR-00000009,left,A7r_L,Parietal lobe,Superior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp125_SPL_L_5_1_prob_2009c.nii.gz,2e0745d7b904960740eecd7cbe98d4f64c3c15281bd4f96d06e14656cad7b3f6,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,7902,26992,193685.2151,4434.0431,0.022893,3.415844,True,True,True,True,True,True,0.0,0.999957,PASS
126,126,Superior parietal lobule,SPL_R_5_1,NGIQ-BR-00000010,right,A7r_R,Parietal lobe,Superior parietal lobule,data/atlases/brainnetome/bna246/volume_raw/BNA_PM_4D.nii.gz,b1318517f61d08f714c25e55ee580eb8a487c0b7ab1ddbcc7eac852e4e97f020,data/atlases/brainnetome/bna246/transformed_to_julich2009c/probability_maps/BNA_PM_comp126_SPL_R_5_1_prob_2009c.nii.gz,da87e31cc6d352318d45d851becbaf1bc2c8d45c597a3c702da114968bce122c,MNI152NLin6Asym (HCP40 1.25mm grid),MNI152NLin2009cAsym 1mm,2e3869a07b96aec406e0419ca2e434afc54882d37cc212b933b139d1b63a4dfe,SimpleITK,2.5.6,Linear,percent_0_100,normalized_0_1,9244,27924,240785.8928,5111.7173,0.021229,3.02077,True,True,True,True,True,True,0.0,1.0,PASS
