spatial_region_id,spatial_region_name,hemisphere,representation_type,external_region_id,g4_entity_id,g4_name,alignment_method,alignment_status
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG_LEFT,Area TI (STG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TI_STG_LEFT,NGIQ-BR-00000596,Area TI (STG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG_RIGHT,Area TeI (STG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG_RIGHT,NGIQ-BR-00000597,Area TeI (STG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG_LEFT,Area TeI (STG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TEI_STG_LEFT,NGIQ-BR-00000598,Area TeI (STG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG_RIGHT,Area FG5 (FusG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG_RIGHT,NGIQ-BR-00000599,Area FG5 (FusG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG_LEFT,Area FG5 (FusG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG5_FUSG_LEFT,NGIQ-BR-00000600,Area FG5 (FusG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG2_FUSG_RIGHT,Area FG2 (FusG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG2_FUSG_RIGHT,NGIQ-BR-00000601,Area FG2 (FusG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG2_FUSG_LEFT,Area FG2 (FusG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG2_FUSG_LEFT,NGIQ-BR-00000602,Area FG2 (FusG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG3_FUSG_RIGHT,Area FG3 (FusG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG3_FUSG_RIGHT,NGIQ-BR-00000603,Area FG3 (FusG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG3_FUSG_LEFT,Area FG3 (FusG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG3_FUSG_LEFT,NGIQ-BR-00000604,Area FG3 (FusG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG1_FUSG_RIGHT,Area FG1 (FusG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG1_FUSG_RIGHT,NGIQ-BR-00000605,Area FG1 (FusG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG1_FUSG_LEFT,Area FG1 (FusG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG1_FUSG_LEFT,NGIQ-BR-00000606,Area FG1 (FusG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG4_FUSG_RIGHT,Area FG4 (FusG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG4_FUSG_RIGHT,NGIQ-BR-00000607,Area FG4 (FusG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG4_FUSG_LEFT,Area FG4 (FusG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FG4_FUSG_LEFT,NGIQ-BR-00000608,Area FG4 (FusG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG_RIGHT,"Area TPJ (STG, SMG) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG_RIGHT,NGIQ-BR-00000609,"Area TPJ (STG, SMG) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG_LEFT,"Area TPJ (STG, SMG) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_TPJ_STG_SMG_LEFT,NGIQ-BR-00000610,"Area TPJ (STG, SMG) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18_RIGHT,"Area hOc2 (V2, 18) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18_RIGHT,NGIQ-BR-00000611,"Area hOc2 (V2, 18) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18_LEFT,"Area hOc2 (V2, 18) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18_LEFT,NGIQ-BR-00000612,"Area hOc2 (V2, 18) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS_RIGHT,"Area hOc1 (V1, 17, CalcS) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS_RIGHT,NGIQ-BR-00000613,"Area hOc1 (V1, 17, CalcS) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS_LEFT,"Area hOc1 (V1, 17, CalcS) left",left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS_LEFT,NGIQ-BR-00000614,"Area hOc1 (V1, 17, CalcS) left",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS_RIGHT,Area hOc6 (POS) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS_RIGHT,NGIQ-BR-00000615,Area hOc6 (POS) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS_LEFT,Area hOc6 (POS) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS_LEFT,NGIQ-BR-00000616,Area hOc6 (POS) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS_RIGHT,Area hOc4d (Cuneus) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS_RIGHT,NGIQ-BR-00000617,Area hOc4d (Cuneus) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS_LEFT,Area hOc4d (Cuneus) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS_LEFT,NGIQ-BR-00000618,Area hOc4d (Cuneus) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS_RIGHT,Area hOc3d (Cuneus) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS_RIGHT,NGIQ-BR-00000619,Area hOc3d (Cuneus) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS_LEFT,Area hOc3d (Cuneus) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS_LEFT,NGIQ-BR-00000620,Area hOc3d (Cuneus) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG_RIGHT,Area hOc3v (LingG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG_RIGHT,NGIQ-BR-00000621,Area hOc3v (LingG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG_LEFT,Area hOc3v (LingG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG_LEFT,NGIQ-BR-00000622,Area hOc3v (LingG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG_RIGHT,Area hOc4v (LingG) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG_RIGHT,NGIQ-BR-00000623,Area hOc4v (LingG) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG_LEFT,Area hOc4v (LingG) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG_LEFT,NGIQ-BR-00000624,Area hOc4v (LingG) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC_RIGHT,Area hOc4lp (LOC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC_RIGHT,NGIQ-BR-00000625,Area hOc4lp (LOC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC_LEFT,Area hOc4lp (LOC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC_LEFT,NGIQ-BR-00000626,Area hOc4lp (LOC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC_RIGHT,Area hOc5 (LOC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC_RIGHT,NGIQ-BR-00000627,Area hOc5 (LOC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC_LEFT,Area hOc5 (LOC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC_LEFT,NGIQ-BR-00000628,Area hOc5 (LOC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC_RIGHT,Area hOc4la (LOC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC_RIGHT,NGIQ-BR-00000629,Area hOc4la (LOC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC_LEFT,Area hOc4la (LOC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC_LEFT,NGIQ-BR-00000630,Area hOc4la (LOC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CD_PACC_RIGHT,Area p24c.pd24cd (pACC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CD_PACC_RIGHT,NGIQ-BR-00000631,Area p24c.pd24cd (pACC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CV_PACC_RIGHT,Area p24c.pd24cv (pACC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CV_PACC_RIGHT,NGIQ-BR-00000632,Area p24c.pd24cv (pACC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PV24C_PACC_RIGHT,Area p24c.pv24c (pACC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PV24C_PACC_RIGHT,NGIQ-BR-00000633,Area p24c.pv24c (pACC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CD_PACC_LEFT,Area p24c.pd24cd (pACC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CD_PACC_LEFT,NGIQ-BR-00000634,Area p24c.pd24cd (pACC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CV_PACC_LEFT,Area p24c.pd24cv (pACC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PD24CV_PACC_LEFT,NGIQ-BR-00000635,Area p24c.pd24cv (pACC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PV24C_PACC_LEFT,Area p24c.pv24c (pACC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24C_PV24C_PACC_LEFT,NGIQ-BR-00000636,Area p24c.pv24c (pACC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25A_SACC_RIGHT,Area 25.25a (sACC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25A_SACC_RIGHT,NGIQ-BR-00000637,Area 25.25a (sACC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25P_SACC_RIGHT,Area 25.25p (sACC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25P_SACC_RIGHT,NGIQ-BR-00000638,Area 25.25p (sACC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25A_SACC_LEFT,Area 25.25a (sACC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25A_SACC_LEFT,NGIQ-BR-00000639,Area 25.25a (sACC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25P_SACC_LEFT,Area 25.25p (sACC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_25_25P_SACC_LEFT,NGIQ-BR-00000640,Area 25.25p (sACC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24A_PACC_RIGHT,Area p24ab.p24a (pACC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24A_PACC_RIGHT,NGIQ-BR-00000641,Area p24ab.p24a (pACC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24B_PACC_RIGHT,Area p24ab.p24b (pACC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24B_PACC_RIGHT,NGIQ-BR-00000642,Area p24ab.p24b (pACC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24A_PACC_LEFT,Area p24ab.p24a (pACC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24A_PACC_LEFT,NGIQ-BR-00000643,Area p24ab.p24a (pACC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24B_PACC_LEFT,Area p24ab.p24b (pACC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P24AB_P24B_PACC_LEFT,NGIQ-BR-00000644,Area p24ab.p24b (pACC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC_RIGHT,Area s32 (sACC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC_RIGHT,NGIQ-BR-00000645,Area s32 (sACC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC_LEFT,Area s32 (sACC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S32_SACC_LEFT,NGIQ-BR-00000646,Area s32 (sACC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_33_ACC_RIGHT,Area 33 (ACC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_33_ACC_RIGHT,NGIQ-BR-00000647,Area 33 (ACC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_33_ACC_LEFT,Area 33 (ACC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_33_ACC_LEFT,NGIQ-BR-00000648,Area 33 (ACC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC_RIGHT,Area p32 (pACC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC_RIGHT,NGIQ-BR-00000649,Area p32 (pACC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC_LEFT,Area p32 (pACC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_P32_PACC_LEFT,NGIQ-BR-00000650,Area p32 (pACC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24A_SACC_RIGHT,Area s24.s24a (sACC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24A_SACC_RIGHT,NGIQ-BR-00000651,Area s24.s24a (sACC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24B_SACC_RIGHT,Area s24.s24b (sACC) right,right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24B_SACC_RIGHT,NGIQ-BR-00000652,Area s24.s24b (sACC) right,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24A_SACC_LEFT,Area s24.s24a (sACC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24A_SACC_LEFT,NGIQ-BR-00000653,Area s24.s24a (sACC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24B_SACC_LEFT,Area s24.s24b (sACC) left,left,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_S24_S24B_SACC_LEFT,NGIQ-BR-00000654,Area s24.s24b (sACC) left,DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TIT_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_INCISURA_TEMPORALIS_RIGHT,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) right",right,"probabilistic (cytoarchitectonic PM; per-map, not single deterministic volume)",JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_PIRT_TIT_PIRIFORMCORTEXMESIAL_PIRIFORM_TEMPORAL_AREA_INCISURA_TEMPORALIS_RIGHT,NGIQ-BR-00000655,"Area PirT.Tit (PiriformCortexMesial, Piriform temporal Area, Incisura temporalis) right",DETERMINISTIC_JULICH_SOURCE_REGION_ID,ALIGNED
