row_index,julich_asset_file,julich_component_id,julich_region_name,julich_hemisphere,canonical_g4_descendant_count,canonical_g4_ids,canonical_g4_entity_ids,spatial_identity_status
104,AREA_HIP3_IPS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP3_IPS,Area hIP3 (IPS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP3_IPS_RIGHT,NGIQ-BR-00000431,ONE_TO_ONE_CANONICAL
105,AREA_HIP4_IPS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP4_IPS,Area hIP4 (IPS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP4_IPS_LEFT,NGIQ-BR-00000436,ONE_TO_ONE_CANONICAL
106,AREA_HIP4_IPS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP4_IPS,Area hIP4 (IPS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP4_IPS_RIGHT,NGIQ-BR-00000435,ONE_TO_ONE_CANONICAL
107,AREA_HIP5_IPS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS,Area hIP5 (IPS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS_LEFT,NGIQ-BR-00000438,ONE_TO_ONE_CANONICAL
108,AREA_HIP5_IPS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS,Area hIP5 (IPS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP5_IPS_RIGHT,NGIQ-BR-00000437,ONE_TO_ONE_CANONICAL
109,AREA_HIP6_IPS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS,Area hIP6 (IPS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS_LEFT,NGIQ-BR-00000440,ONE_TO_ONE_CANONICAL
110,AREA_HIP6_IPS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS,Area hIP6 (IPS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP6_IPS_RIGHT,NGIQ-BR-00000439,ONE_TO_ONE_CANONICAL
111,AREA_HIP7_IPS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS,Area hIP7 (IPS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS_LEFT,NGIQ-BR-00000430,ONE_TO_ONE_CANONICAL
112,AREA_HIP7_IPS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS,Area hIP7 (IPS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP7_IPS_RIGHT,NGIQ-BR-00000429,ONE_TO_ONE_CANONICAL
113,AREA_HIP8_IPS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS,Area hIP8 (IPS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS_LEFT,NGIQ-BR-00000442,ONE_TO_ONE_CANONICAL
114,AREA_HIP8_IPS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS,Area hIP8 (IPS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HIP8_IPS_RIGHT,NGIQ-BR-00000441,ONE_TO_ONE_CANONICAL
115,AREA_HOC1_V1_17_CALCS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS,"Area hOc1 (V1, 17, CalcS) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS_LEFT,NGIQ-BR-00000614,ONE_TO_ONE_CANONICAL
116,AREA_HOC1_V1_17_CALCS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS,"Area hOc1 (V1, 17, CalcS) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC1_V1_17_CALCS_RIGHT,NGIQ-BR-00000613,ONE_TO_ONE_CANONICAL
117,AREA_HOC2_V2_18_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18,"Area hOc2 (V2, 18) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18_LEFT,NGIQ-BR-00000612,ONE_TO_ONE_CANONICAL
118,AREA_HOC2_V2_18_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18,"Area hOc2 (V2, 18) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC2_V2_18_RIGHT,NGIQ-BR-00000611,ONE_TO_ONE_CANONICAL
119,AREA_HOC3D_CUNEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS,Area hOc3d (Cuneus) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS_LEFT,NGIQ-BR-00000620,ONE_TO_ONE_CANONICAL
120,AREA_HOC3D_CUNEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS,Area hOc3d (Cuneus) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3D_CUNEUS_RIGHT,NGIQ-BR-00000619,ONE_TO_ONE_CANONICAL
121,AREA_HOC3V_LINGG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG,Area hOc3v (LingG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG_LEFT,NGIQ-BR-00000622,ONE_TO_ONE_CANONICAL
122,AREA_HOC3V_LINGG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG,Area hOc3v (LingG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC3V_LINGG_RIGHT,NGIQ-BR-00000621,ONE_TO_ONE_CANONICAL
123,AREA_HOC4D_CUNEUS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS,Area hOc4d (Cuneus) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS_LEFT,NGIQ-BR-00000618,ONE_TO_ONE_CANONICAL
124,AREA_HOC4D_CUNEUS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS,Area hOc4d (Cuneus) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4D_CUNEUS_RIGHT,NGIQ-BR-00000617,ONE_TO_ONE_CANONICAL
125,AREA_HOC4LA_LOC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC,Area hOc4la (LOC) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC_LEFT,NGIQ-BR-00000630,ONE_TO_ONE_CANONICAL
126,AREA_HOC4LA_LOC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC,Area hOc4la (LOC) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LA_LOC_RIGHT,NGIQ-BR-00000629,ONE_TO_ONE_CANONICAL
127,AREA_HOC4LP_LOC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC,Area hOc4lp (LOC) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC_LEFT,NGIQ-BR-00000626,ONE_TO_ONE_CANONICAL
128,AREA_HOC4LP_LOC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC,Area hOc4lp (LOC) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4LP_LOC_RIGHT,NGIQ-BR-00000625,ONE_TO_ONE_CANONICAL
129,AREA_HOC4V_LINGG_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG,Area hOc4v (LingG) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG_LEFT,NGIQ-BR-00000624,ONE_TO_ONE_CANONICAL
130,AREA_HOC4V_LINGG_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG,Area hOc4v (LingG) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC4V_LINGG_RIGHT,NGIQ-BR-00000623,ONE_TO_ONE_CANONICAL
131,AREA_HOC5_LOC_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC,Area hOc5 (LOC) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC_LEFT,NGIQ-BR-00000628,ONE_TO_ONE_CANONICAL
132,AREA_HOC5_LOC_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC,Area hOc5 (LOC) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC5_LOC_RIGHT,NGIQ-BR-00000627,ONE_TO_ONE_CANONICAL
133,AREA_HOC6_POS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS,Area hOc6 (POS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS_LEFT,NGIQ-BR-00000616,ONE_TO_ONE_CANONICAL
134,AREA_HOC6_POS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS,Area hOc6 (POS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HOC6_POS_RIGHT,NGIQ-BR-00000615,ONE_TO_ONE_CANONICAL
135,AREA_HPO1_POS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HPO1_POS,Area hPO1 (POS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HPO1_POS_LEFT,NGIQ-BR-00000426,ONE_TO_ONE_CANONICAL
136,AREA_HPO1_POS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HPO1_POS,Area hPO1 (POS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_HPO1_POS_RIGHT,NGIQ-BR-00000425,ONE_TO_ONE_CANONICAL
137,AREA_IA1_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA,Area Ia1 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA_LEFT,NGIQ-BR-00000546,ONE_TO_ONE_CANONICAL
138,AREA_IA1_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA,Area Ia1 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA_RIGHT,NGIQ-BR-00000545,ONE_TO_ONE_CANONICAL
139,AREA_IA2_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA,Area Ia2 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA_LEFT,NGIQ-BR-00000544,ONE_TO_ONE_CANONICAL
140,AREA_IA2_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA,Area Ia2 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA_RIGHT,NGIQ-BR-00000543,ONE_TO_ONE_CANONICAL
141,AREA_IA3_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA,Area Ia3 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA_LEFT,NGIQ-BR-00000548,ONE_TO_ONE_CANONICAL
142,AREA_IA3_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA,Area Ia3 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA_RIGHT,NGIQ-BR-00000547,ONE_TO_ONE_CANONICAL
143,AREA_ID10_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA,Area Id10 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA_LEFT,NGIQ-BR-00000564,ONE_TO_ONE_CANONICAL
144,AREA_ID10_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA,Area Id10 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID10_INSULA_RIGHT,NGIQ-BR-00000563,ONE_TO_ONE_CANONICAL
145,AREA_ID1_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA,Area Id1 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA_LEFT,NGIQ-BR-00000554,ONE_TO_ONE_CANONICAL
146,AREA_ID1_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA,Area Id1 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA_RIGHT,NGIQ-BR-00000553,ONE_TO_ONE_CANONICAL
147,AREA_ID2_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA,Area Id2 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA_LEFT,NGIQ-BR-00000550,ONE_TO_ONE_CANONICAL
148,AREA_ID2_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA,Area Id2 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA_RIGHT,NGIQ-BR-00000549,ONE_TO_ONE_CANONICAL
149,AREA_ID3_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA,Area Id3 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA_LEFT,NGIQ-BR-00000568,ONE_TO_ONE_CANONICAL
150,AREA_ID3_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA,Area Id3 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID3_INSULA_RIGHT,NGIQ-BR-00000567,ONE_TO_ONE_CANONICAL
151,AREA_ID4_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA,Area Id4 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA_LEFT,NGIQ-BR-00000566,ONE_TO_ONE_CANONICAL
152,AREA_ID4_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA,Area Id4 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID4_INSULA_RIGHT,NGIQ-BR-00000565,ONE_TO_ONE_CANONICAL
153,AREA_ID5_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA,Area Id5 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA_LEFT,NGIQ-BR-00000560,ONE_TO_ONE_CANONICAL
154,AREA_ID5_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA,Area Id5 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID5_INSULA_RIGHT,NGIQ-BR-00000559,ONE_TO_ONE_CANONICAL
155,AREA_ID6_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA,Area Id6 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA_LEFT,NGIQ-BR-00000562,ONE_TO_ONE_CANONICAL
156,AREA_ID6_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA,Area Id6 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID6_INSULA_RIGHT,NGIQ-BR-00000561,ONE_TO_ONE_CANONICAL
157,AREA_ID7_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA,Area Id7 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA_LEFT,NGIQ-BR-00000558,ONE_TO_ONE_CANONICAL
158,AREA_ID7_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA,Area Id7 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA_RIGHT,NGIQ-BR-00000557,ONE_TO_ONE_CANONICAL
159,AREA_ID8_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA,Area Id8 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA_LEFT,NGIQ-BR-00000552,ONE_TO_ONE_CANONICAL
160,AREA_ID8_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA,Area Id8 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA_RIGHT,NGIQ-BR-00000551,ONE_TO_ONE_CANONICAL
161,AREA_ID9_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA,Area Id9 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA_LEFT,NGIQ-BR-00000556,ONE_TO_ONE_CANONICAL
162,AREA_ID9_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA,Area Id9 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA_RIGHT,NGIQ-BR-00000555,ONE_TO_ONE_CANONICAL
163,AREA_IFJ1_IFS_PRECS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ1_IFS_PRECS,"Area IFJ1 (IFS, PreCS) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ1_IFS_PRECS_LEFT,NGIQ-BR-00000496,ONE_TO_ONE_CANONICAL
164,AREA_IFJ1_IFS_PRECS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ1_IFS_PRECS,"Area IFJ1 (IFS, PreCS) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ1_IFS_PRECS_RIGHT,NGIQ-BR-00000495,ONE_TO_ONE_CANONICAL
165,AREA_IFJ2_IFS_PRECS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ2_IFS_PRECS,"Area IFJ2 (IFS, PreCS) left",left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ2_IFS_PRECS_LEFT,NGIQ-BR-00000492,ONE_TO_ONE_CANONICAL
166,AREA_IFJ2_IFS_PRECS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ2_IFS_PRECS,"Area IFJ2 (IFS, PreCS) right",right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ2_IFS_PRECS_RIGHT,NGIQ-BR-00000491,ONE_TO_ONE_CANONICAL
167,AREA_IFS1_IFS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS1_IFS,Area IFS1 (IFS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS1_IFS_LEFT,NGIQ-BR-00000490,ONE_TO_ONE_CANONICAL
168,AREA_IFS1_IFS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS1_IFS,Area IFS1 (IFS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS1_IFS_RIGHT,NGIQ-BR-00000489,ONE_TO_ONE_CANONICAL
169,AREA_IFS2_IFS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS2_IFS,Area IFS2 (IFS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS2_IFS_LEFT,NGIQ-BR-00000488,ONE_TO_ONE_CANONICAL
170,AREA_IFS2_IFS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS2_IFS,Area IFS2 (IFS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS2_IFS_RIGHT,NGIQ-BR-00000487,ONE_TO_ONE_CANONICAL
171,AREA_IFS3_IFS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS3_IFS,Area IFS3 (IFS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS3_IFS_LEFT,NGIQ-BR-00000494,ONE_TO_ONE_CANONICAL
172,AREA_IFS3_IFS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS3_IFS,Area IFS3 (IFS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS3_IFS_RIGHT,NGIQ-BR-00000493,ONE_TO_ONE_CANONICAL
173,AREA_IFS4_IFS_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS4_IFS,Area IFS4 (IFS) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS4_IFS_LEFT,NGIQ-BR-00000486,ONE_TO_ONE_CANONICAL
174,AREA_IFS4_IFS_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS4_IFS,Area IFS4 (IFS) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS4_IFS_RIGHT,NGIQ-BR-00000485,ONE_TO_ONE_CANONICAL
175,AREA_IG1_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA,Area Ig1 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA_LEFT,NGIQ-BR-00000540,ONE_TO_ONE_CANONICAL
176,AREA_IG1_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA,Area Ig1 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA_RIGHT,NGIQ-BR-00000539,ONE_TO_ONE_CANONICAL
177,AREA_IG2_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA,Area Ig2 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA_LEFT,NGIQ-BR-00000542,ONE_TO_ONE_CANONICAL
178,AREA_IG2_INSULA_RIGHT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA,Area Ig2 (Insula) right,right,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA_RIGHT,NGIQ-BR-00000541,ONE_TO_ONE_CANONICAL
179,AREA_IG3_INSULA_LEFT.nii.gz,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA,Area Ig3 (Insula) left,left,1,JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA_LEFT,NGIQ-BR-00000538,ONE_TO_ONE_CANONICAL
